Price,House Type,Area in sq ft,No. of Bedrooms,Location,City/County,Postal Code,Outcode,log_price,price_band
750000,Flat / Apartment,599,1,chelsea,london,SW3 4TQ,SW3,13.527828485512494,2
500000,New development,566,1,,london,N1 7FP,N1,13.122363377404328,0
825000,Penthouse,1226,2,northchurch road,london,N1 3FL,N1,13.623138665316818,3
975000,Flat / Apartment,1386,3,,london,SW6 6RA,SW6,13.790192749979985,3
350000,Studio,425,1,ealing,london,W5 2QS,W5,12.765688433465597,0
925000,House,1270,4,esher,surrey,KT10 8ER,KT10,13.737549016494562,3
1000000,Flat / Apartment,703,2,,london,SW5 9EY,SW5,13.815510557964274,4
1495000,Flat / Apartment,1122,2,,london,SW5 0QF,SW5,14.217636764806924,5
2350000,House,2667,5,,london,SW14 7RP,SW14,14.669925886120343,7
675000,Flat / Apartment,924,2,,london,SW17 8AY,SW17,13.422467969854667,1
765000,Flat / Apartment,1025,4,marius road,london,SW17 7QN,SW17,13.547631112808673,2
799950,Flat / Apartment,1320,4,,london,SW12 9PY,SW12,13.592304504696857,2
2950000,Penthouse,3451,5,limehouse,london,E14 8DQ,E14,14.897315728316002,8
999950,Flat / Apartment,792,2,finsbury,london,EC1R 1YB,EC1R,13.815460556714232,4
1200000,House,1710,4,chiswick,london,W4 3LP,W4,13.997832114758229,4
1250000,House,1395,4,chiswick,london,W4 1BU,W4,14.038654109278484,5
1495000,House,1889,4,chiswick,london,W4 2JY,W4,14.217636764806924,5
1950000,House,2150,4,barnes,london,SW13 0DS,SW13,14.48333993053993,7
785000,New development,590,1,wood lane,london,W12 7FT,W12,13.573438996764546,2
2250000,Flat / Apartment,1641,3,battersea,london,SW11 3YL,SW11,14.626440774180603,7
6450000,Flat / Apartment,3578,2,westminster,london,SW1P 1QN,SW1P,15.679590688771956,9
749950,Flat / Apartment,1059,2,wimbledon,london,SW19 4QS,SW19,13.527761816623505,2
1675000,House,2565,4,,london,SW18 3DN,SW18,14.331323723241304,6
950000,House,1360,4,,london,SW18 4NU,SW18,13.764217263576723,3
1975000,Penthouse,2458,2,arlington road,london,NW1 7HY,NW1,14.496078956317358,7
3550000,House,1986,5,chelsea,london,SW3 4BP,SW3,15.082458161451598,8
350000,Flat / Apartment,539,1,balham high road,london,SW17 7JA,SW17,12.765688433465597,0
2375000,New development,2540,5,thurleigh road,london,SW12 8UF,SW12,14.68050799545088,7
2325000,New development,2466,5,thurleigh road,london,SW12 8UF,SW12,14.659230597003594,7
4600000,New development,1961,3,fitzrovia,london,W1T 3BF,W1T,15.341566861459324,9
700000,House,1174,4,loughton,essex,IG10 4RE,IG10,13.458835614025542,2
1350000,House,2312,4,epping,essex,CM16 7JW,CM16,14.115615150414612,5
1325000,New development,824,2,gatliff road,london,SW1W 8DP,SW1W,14.09692301740246,5
1850000,Flat / Apartment,981,2,,london,SW3 4DU,SW3,14.430696197054507,6
5250000,House,3782,8,belsize park,london,NW3 2UP,NW3,15.473738634567807,9
1000000,House,1549,4,ealing,london,W5 5QB,W5,13.815510557964274,4
1275000,House,2344,5,esher,surrey,KT10 8EE,KT10,14.058456736574664,5
2000000,Flat / Apartment,1072,2,,london,SW10 9JY,SW10,14.508657738524219,7
1200000,House,1760,4,east sheen,london,SW14 7NB,SW14,13.997832114758229,4
1175000,House,1668,4,,london,SW12 9NL,SW12,13.976778705560397,4
1300000,House,2177,4,,london,SW2 4HD,SW2,14.077874822431765,5
3500000,House,4213,7,,london,SW16 1LF,SW16,15.068273526459642,8
800000,Flat / Apartment,1035,2,,london,SW12 8SN,SW12,13.592367006650065,2
1200000,House,1615,4,chiswick,london,W4 1TA,W4,13.997832114758229,4
3295000,House,3230,5,chiswick,london,W4 1JZ,W4,15.007916725918745,8
425000,Flat / Apartment,548,2,,london,W4 1TF,W4,12.959844447906553,0
1215000,New development,1091,3,putney,london,SW15 2BS,SW15,14.010254634756786,4
1850000,House,1341,3,,london,SW10 0JW,SW10,14.430696197054507,6
2275000,House,2652,5,barnes,london,SW13 0DB,SW13,14.637490610367188,7
400000,Flat / Apartment,601,2,barnes,london,SW13 0ES,SW13,12.89921982609012,0
800000,Flat / Apartment,1143,3,battersea,london,SW11 3LX,SW11,13.592367006650065,2
700000,Flat / Apartment,940,2,battersea,london,SW8 3QD,SW8,13.458835614025542,2
750000,Duplex,1522,4,,london,SW18 2BQ,SW18,13.527828485512494,2
500000,Flat / Apartment,561,1,clerkenwell,london,EC1V 1AG,EC1V,13.122363377404328,0
3975000,House,1726,3,knightsbridge,london,SW1X 9DP,SW1X,15.19553530607057,9
1999995,House,2537,5,twickenham,middlesex,TW1 4RX,TW1,14.508655238521094,7
1099000,House,1554,4,putney,london,SW15 3TJ,SW15,13.909911233385758,4
539950,Flat / Apartment,627,2,weimar street,london,SW15 1SY,SW15,13.199231821660906,0
1050000,House,1677,4,northwood,middlesex,HA6 3NF,HA6,13.864300722133706,4
850000,Flat / Apartment,901,2,,london,SW11 6JW,SW11,13.652991628466498,3
599950,Flat / Apartment,699,2,,london,SW4 6HB,SW4,13.304601597392535,1
695000,Flat / Apartment,987,2,,london,SW11 5PA,SW11,13.45166712454693,2
950000,Flat / Apartment,922,3,maida vale,london,W9 1NS,W9,13.764217263576723,3
1999995,House,2073,4,,london,N7 8PR,N7,14.508655238521094,7
365000,Flat / Apartment,520,1,,london,N1 1BG,N1,12.80765263256463,0
1200000,Flat / Apartment,1218,3,hampstead,london,NW3 7SF,NW3,13.997832114758229,4
2950000,House,4389,6,east molesey,surrey,KT8 9DW,KT8,14.897315728316002,8
380000,Flat / Apartment,550,1,white horse lane,london,E1 3FY,E1,12.84792653170257,0
1875000,House,3435,5,,london,SE21 8AA,SE21,14.444119217386648,7
5100000,House,4459,7,,london,SW4 0NH,SW4,15.444751097694555,9
490000,Flat / Apartment,771,2,canary wharf,london,E14 7DX,E14,13.102160670086809,0
2750000,House,2612,6,barnes,london,SW13 9ED,SW13,14.827111469642754,8
450000,Flat / Apartment,460,1,st johns wood,london,NW8 7DP,NW8,13.017002861746503,0
825000,House,1224,3,putney,london,SW18 1FT,SW18,13.623138665316818,3
1695000,House,2205,4,putney,london,SW15 1QJ,SW15,14.343193298796688,6
425000,Flat / Apartment,548,1,putney,london,SW15 2BD,SW15,12.959844447906553,0
1250000,Flat / Apartment,896,2,primrose hill,london,NW1 8JD,NW1,14.038654109278484,5
3750000,House,2239,4,,london,W2 5BS,W2,15.137266397946593,9
785000,New development,1263,2,mill hill,london,NW7 1NY,NW7,13.573438996764546,2
675000,Flat / Apartment,891,2,,london,EC1V 1LA,EC1V,13.422467969854667,1
465000,Flat / Apartment,518,1,hackney,london,E8 3BL,E8,13.049792684569493,0
1350000,Flat / Apartment,1023,2,belsize park,london,NW3 4LJ,NW3,14.115615150414612,5
2500000,House,2458,5,fulham,london,SW6 3QJ,SW6,14.73180128983843,8
675000,House,915,2,esher,surrey,KT10 8LP,KT10,13.422467969854667,1
945000,House,1112,3,east sheen,london,SW14 8JP,SW14,13.758940206475879,3
725000,Flat / Apartment,861,2,limehouse,london,E14 8AY,E14,13.493926933836812,2
325000,Flat / Apartment,469,1,canary wharf,london,E14 9EX,E14,12.691580461311874,0
800000,Flat / Apartment,742,2,finsbury,london,EC1R 1YE,EC1R,13.592367006650065,2
595000,New development,476,1,farringdon,london,EC1A 7LS,EC1A,13.296316684527767,1
425000,Flat / Apartment,740,2,grove park,london,W4 2QY,W4,12.959844447906553,0
1250000,House,1380,3,barnes,london,SW13 9JF,SW13,14.038654109278484,5
2100000,House,1959,5,barnes,london,SW13 0DR,SW13,14.557447902693651,7
875000,House,869,2,battersea,london,SW11 5BL,SW11,13.681979165339751,3
1095000,House,1238,3,battersea,london,SW11 5BH,SW11,13.906264921232738,4
1495000,Penthouse,1680,4,battersea,london,SW11 3NA,SW11,14.217636764806924,5
895000,Flat / Apartment,1221,3,wimbledon,london,SW19 4AG,SW19,13.704578997256993,3
650000,Flat / Apartment,1087,3,,london,SW18 1AR,SW18,13.38472764187182,1
3500000,Flat / Apartment,1548,3,belgravia,london,SW1X 8AD,SW1X,15.068273526459642,8
4750000,Flat / Apartment,1559,2,knightsbridge,london,SW3 1BW,SW3,15.373655176010823,9
550000,Flat / Apartment,690,2,macaulay road,london,SW4 0QU,SW4,13.217673557208654,0
525000,Flat / Apartment,1299,3,buckhurst hill,essex,IG9 5NQ,IG9,13.17115354157376,0
4035000,New development,2174,4,chelsea,london,SW10 0QH,SW10,15.210516859686185,9
1150000,Flat / Apartment,933,2,kensington place,london,W8 7PW,W8,13.955272500339433,4
2350000,House,1327,2,,london,W8 7PA,W8,14.669925886120343,7
2100000,Flat / Apartment,2810,3,esher,surrey,KT10 9NP,KT10,14.557447902693651,7
1000000,House,2590,4,esher,surrey,KT10 0QD,KT10,13.815510557964274,4
780000,Penthouse,1010,2,,london,SE1 2AW,SE1,13.567049198665774,2
1595000,House,3260,6,,london,SW16 1UQ,SW16,14.282384294201082,6
1000000,House,2456,3,,london,SW17 7DN,SW17,13.815510557964274,4
850000,House,953,2,,london,SW12 8BQ,SW12,13.652991628466498,3
625000,Flat / Apartment,967,1,,london,SW11 4ET,SW11,13.345506928718539,1
1300000,House,1457,4,battersea,london,SW11 3DS,SW11,14.077874822431765,5
2950000,House,2349,5,westminster,london,SW1P 2QN,SW1P,14.897315728316002,8
995000,House,1184,3,wimbledon,london,SW19 8SZ,SW19,13.81049801614073,4
1150000,House,1705,3,,london,SW18 2LT,SW18,13.955272500339433,4
700000,Flat / Apartment,814,2,battersea,london,SW18 1TA,SW18,13.458835614025542,2
575000,Flat / Apartment,619,2,,london,SW18 2NW,SW18,13.262125319779487,1
1675000,House,1749,4,south hackney,london,E9 7EE,E9,14.331323723241304,6
4500000,Flat / Apartment,1607,2,,london,SW7 1EA,SW7,15.319587954740548,9
820000,Flat / Apartment,992,1,,london,SW1W 9BD,SW1W,13.617059619240436,3
2950000,House,2400,3,richmond,surrey,TW10 6TS,TW10,14.897315728316002,8
635000,Flat / Apartment,774,2,putney,london,SW15 1BB,SW15,13.36138027787483,1
1995000,House,3256,5,putney,london,SW15 5QT,SW15,14.506154608306101,7
1895000,House,1868,3,islington,london,N1 0RE,N1,14.454729396498664,7
1495000,House,2566,5,surbiton,surrey,KT6 5DL,KT6,14.217636764806924,5
2250000,House,3364,5,east molesey,surrey,KT8 9JJ,KT8,14.626440774180603,7
1250000,House,2032,6,richmond,surrey,TW10 5DY,TW10,14.038654109278484,5
825000,Flat / Apartment,1026,3,canary wharf,london,E14 9BL,E14,13.623138665316818,3
875000,Flat / Apartment,767,2,clerkenwell,london,EC1M 5PY,EC1M,13.681979165339751,3
2175000,House,2108,5,barnes,london,SW13 0DS,SW13,14.592539222504922,7
2250000,House,2332,5,barnes,london,SW13 0DT,SW13,14.626440774180603,7
975000,Flat / Apartment,1100,2,battersea,london,SW11 4DZ,SW11,13.790192749979985,3
1735000,House,2144,4,battersea,london,SW11 3DP,SW11,14.366517971363097,6
1375000,House,1335,3,wimbledon,london,SW19 4RD,SW19,14.133964289082808,5
1295000,House,1811,4,,london,SW18 1BG,SW18,14.074021253115776,5
875000,Flat / Apartment,693,2,grove end road,london,NW8 9EL,NW8,13.681979165339751,3
1950000,House,1873,5,south hampstead,london,NW6 4EQ,NW6,14.48333993053993,7
995000,Flat / Apartment,1243,2,twickenham,middlesex,TW1 4RX,TW1,13.81049801614073,4
3450000,House,3825,5,richmond,surrey,TW10 5HG,TW10,15.053884789007542,8
1295000,Flat / Apartment,1366,2,,london,NW3 3DR,NW3,14.074021253115776,5
2500000,House,4222,6,stanmore,middlesex,HA7 3BY,HA7,14.73180128983843,8
2150000,Flat / Apartment,1672,3,marylebone,london,W1U 6BT,W1U,14.580978400103845,7
800000,Flat / Apartment,548,2,marylebone,london,W1W 5DZ,W1W,13.592367006650065,2
1750000,Flat / Apartment,883,2,fitzrovia,london,W1W 6RP,W1W,14.375126345899696,6
1250000,House,1901,4,woodford green,essex,IG8 0HB,IG8,14.038654109278484,5
1178000,New development,847,2,battersea,london,SW11 4FA,SW11,13.97932864319367,4
1285000,New development,652,1,,city of london,EC2M 4JY,EC2M,14.066269276311457,5
7950000,House,3443,5,,london,W8 7JJ,W8,15.888682486630515,9
2150000,Flat / Apartment,1806,4,,london,W8 6UP,W8,14.580978400103845,7
1895000,House,2132,5,highbury,london,N5 1UZ,N5,14.454729396498664,7
1200000,Flat / Apartment,1355,2,laycock street,london,N1 1UR,N1,13.997832114758229,4
725000,House,804,1,hackney,london,E8 2HE,E8,13.493926933836812,2
1100000,House,1069,2,hampstead,london,NW3 7HU,NW3,13.9108207377686,4
1000000,New development,2258,4,,london,W7 3AS,W7,13.815510557964274,4
600000,New development,870,1,ealing,london,W5 3HJ,W5,13.304684934198283,1
695000,Flat / Apartment,537,1,,london,SW7 4AU,SW7,13.45166712454693,2
1450000,House,1921,4,,london,SW12 8LF,SW12,14.187074114396758,5
699950,Flat / Apartment,902,2,,london,SW17 8EN,SW17,13.458764182902971,2
1295000,House,1674,4,balham,london,SW12 8RT,SW12,14.074021253115776,5
2600000,Flat / Apartment,1500,3,,london,SW7 3DD,SW7,14.77102200299171,8
600000,House,570,2,wimbledon,london,SW19 4RQ,SW19,13.304684934198283,1
895000,House,900,3,wimbledon,london,SW19 8BD,SW19,13.704578997256993,3
1160000,Penthouse,1112,2,wimbledon,london,SW19 7JQ,SW19,13.963930563082547,4
500000,Flat / Apartment,622,2,,london,SW18 2JB,SW18,13.122363377404328,0
625000,Flat / Apartment,797,2,,london,E9 6FJ,E9,13.345506928718539,1
450000,Flat / Apartment,377,1,abbey road,london,NW8 9AD,NW8,13.017002861746503,0
2750000,House,2999,7,twickenham,middlesex,TW1 3DG,TW1,14.827111469642754,8
899950,Flat / Apartment,1115,3,,london,W10 6PB,W10,13.710094485207625,3
1250000,Flat / Apartment,649,1,,london,W2 4EH,W2,14.038654109278484,5
1650000,Flat / Apartment,1055,2,,london,W11 4UE,W11,14.316285845876763,6
3450000,Penthouse,1575,2,notting hill,london,W11 2NA,W11,15.053884789007542,8
2975000,Flat / Apartment,1657,3,,london,W11 2NA,W11,14.905754596961867,8
2500000,House,1266,3,marylebone,london,W1G 8PE,W1G,14.73180128983843,8
2150000,Flat / Apartment,1064,2,sloane square,london,SW3 2RE,SW3,14.580978400103845,7
1995000,Flat / Apartment,1053,2,knightsbridge,london,SW1X 7QS,SW1X,14.506154608306101,7
1700000,Flat / Apartment,1045,2,,london,SW1X 0AD,SW1X,14.346138809026444,6
2600000,Flat / Apartment,1722,3,thurloe place,london,SW7 2RU,SW7,14.77102200299171,8
1675000,Flat / Apartment,905,2,,london,SW3 2TH,SW3,14.331323723241304,6
1495000,Flat / Apartment,776,1,,london,SW1X 7BB,SW1X,14.217636764806924,5
2895000,Flat / Apartment,1398,2,,london,SW7 1PJ,SW7,14.878495668989233,8
1450000,Flat / Apartment,675,1,,london,SW7 1BB,SW7,14.187074114396758,5
795000,Flat / Apartment,691,1,gatliff road,london,SW1W 8QD,SW1W,13.58609739363647,2
1895000,Flat / Apartment,1522,2,,london,W11 3QU,W11,14.454729396498664,7
1850000,Flat / Apartment,1480,3,lexham gardens,london,W8 5JH,W8,14.430696197054507,6
3500000,Flat / Apartment,1804,4,duchess of bedfords walk,london,W8 7QJ,W8,15.068273526459642,8
450000,Studio,410,1,vicarage gate,london,W8 4HF,W8,13.017002861746503,0
2895000,Flat / Apartment,1850,3,kensington court,london,W8 5BG,W8,14.878495668989233,8
1250000,Flat / Apartment,1317,3,sheffield terrace,london,W8 7ND,W8,14.038654109278484,5
4250000,Flat / Apartment,2713,6,kensington high street,london,W8 6NH,W8,15.2624295409006,9
1300000,Flat / Apartment,1162,2,,london,W8 5JR,W8,14.077874822431765,5
1175000,Flat / Apartment,793,2,thackeray street,london,W8 5HA,W8,13.976778705560397,4
4450000,Penthouse,1894,3,,london,W8 7LP,W8,15.308414654142423,9
1550000,Flat / Apartment,923,2,vicarage gate,london,W8 4AF,W8,14.253765488895429,6
1300000,Flat / Apartment,914,2,,london,W8 7NP,W8,14.077874822431765,5
1550000,House,2602,4,esher,surrey,KT10 8AW,KT10,14.253765488895429,6
1325000,House,2410,5,thames ditton,surrey,KT7 0QP,KT7,14.09692301740246,5
1450000,House,1899,4,east sheen,london,SW14 7PD,SW14,14.187074114396758,5
1175000,House,1503,4,,london,SW12 9QQ,SW12,13.976778705560397,4
795000,New development,823,2,,london,SW15 2BS,SW15,13.58609739363647,2
4750000,House,3104,6,chelsea,london,SW10 9RY,SW10,15.373655176010823,9
799950,Flat / Apartment,890,2,fulham road,london,SW6 5PB,SW6,13.592304504696857,2
650000,Flat / Apartment,743,2,,london,W6 9DJ,W6,13.38472764187182,1
850000,House,1167,3,battersea,london,SW11 5GX,SW11,13.652991628466498,3
560000,Flat / Apartment,779,1,battersea,london,SW11 3RS,SW11,13.235692062711331,1
910000,House,960,3,battersea,london,SW11 5XP,SW11,13.721199878493033,3
399950,Flat / Apartment,621,1,wimbledon,london,SW19 7PQ,SW19,12.899094818276968,0
465000,Flat / Apartment,592,1,wimbledon,london,SW19 7QU,SW19,13.049792684569493,0
1535000,House,2352,5,,london,SW18 2DY,SW18,14.244040939003435,6
725000,House,1344,5,richmond,surrey,TW10 7YD,TW10,13.493926933836812,2
1295000,Flat / Apartment,1702,4,putney,london,SW15 1HA,SW15,14.074021253115776,5
825000,Flat / Apartment,947,2,putney,london,SW15 2FJ,SW15,13.623138665316818,3
1195000,Flat / Apartment,879,2,primrose hill,london,NW1 8JA,NW1,13.993656743347747,4
1250000,Flat / Apartment,1061,2,regents park,london,NW1 7SY,NW1,14.038654109278484,5
1350000,Flat / Apartment,1225,2,,london,NW3 3BN,NW3,14.115615150414612,5
1225000,House,2289,5,northwood,middlesex,HA6 3AY,HA6,14.018451401960965,5
585000,Flat / Apartment,1032,2,northwood,middlesex,HA6 3FG,HA6,13.279367126213993,1
550000,New development,542,1,,london,SW4 0BG,SW4,13.217673557208654,0
985000,Flat / Apartment,677,2,bloomsbury,london,WC1E 6JP,WC1E,13.800396920154226,3
530000,Flat / Apartment,482,1,highbury,london,N5 2NR,N5,13.180632285528304,0
4200000,House,2968,3,islington,london,N1 2HN,N1,15.250595083253597,9
1375000,House,1340,3,islington,london,N1 5BJ,N1,14.133964289082808,5
575000,Flat / Apartment,707,2,hackney,london,E8 2AG,E8,13.262125319779487,1
2950000,House,2740,4,highgate,london,N6 6HN,N6,14.897315728316002,8
1950000,House,1795,3,fulham,london,SW6 4BL,SW6,14.48333993053993,7
3250000,House,3156,5,fulham,london,SW6 3PT,SW6,14.994165554305921,8
1250000,House,1980,4,esher,surrey,KT10 8EQ,KT10,14.038654109278484,5
975000,Penthouse,1634,3,esher,surrey,KT10 9SL,KT10,13.790192749979985,3
1100000,House,1716,4,surbiton,surrey,KT5 8NJ,KT5,13.9108207377686,4
900000,House,1989,3,,london,SW16 2AQ,SW16,13.710150042306449,3
300000,Flat / Apartment,517,1,newham,london,E16 2ER,E16,12.611537753638338,0
510000,New development,577,1,battersea,london,SW11 2NU,SW11,13.142166004700508,0
350000,Flat / Apartment,302,1,fulham,london,SW6 3LY,SW6,12.765688433465597,0
875000,Flat / Apartment,981,2,brook green,london,W14 0AU,W14,13.681979165339751,3
1095000,House,2642,3,kingston,london,SW15 3RN,SW15,13.906264921232738,4
3350000,House,3256,5,wimbledon,london,SW19 4UU,SW19,15.02447090380125,8
1350000,House,1723,4,,london,SW18 2DA,SW18,14.115615150414612,5
950000,Flat / Apartment,817,2,,london,NW1 7TL,NW1,13.764217263576723,3
1275000,House,2711,5,oxhey,hertfordshire,WD19 4NJ,WD19,14.058456736574664,5
975000,Flat / Apartment,1013,2,,london,SW11 6AE,SW11,13.790192749979985,3
3950000,House,2530,6,chelsea,london,SW3 4NW,SW3,15.189226136877304,9
475000,Flat / Apartment,650,2,tiltman place,london,N7 7EE,N7,13.071070083016778,0
575000,New development,840,2,london,london,N7 6RG,N7,13.262125319779487,1
599950,New development,930,3,homerton,london,E9 6HP,E9,13.304601597392535,1
585000,Flat / Apartment,881,2,hackney,london,E8 1LP,E8,13.279367126213993,1
1750000,House,2223,4,childs hill,london,NW2 2QA,NW2,14.375126345899696,6
2950000,House,4034,6,brentford,middlesex,TW8 8BJ,TW8,14.897315728316002,8
950000,House,1258,4,acton,london,W3 6QH,W3,13.764217263576723,3
910000,Flat / Apartment,683,1,south bank,london,SE1 9EY,SE1,13.721199878493033,3
1849950,House,2372,5,streatham,london,SW2 4AY,SW2,14.430669169662243,6
700000,Flat / Apartment,758,2,new kings road,london,SW6 4RH,SW6,13.458835614025542,2
1275000,House,1419,3,,london,W6 0DT,W6,14.058456736574664,5
425000,Flat / Apartment,549,1,wimbledon,london,SW19 8TA,SW19,12.959844447906553,0
1395000,House,3178,4,walton-on-thames,surrey,KT12 3AA,KT12,14.148404973237604,5
3000000,House,2432,4,st johns wood,london,NW8 9LY,NW8,14.914122846632385,8
2975000,House,3352,6,richmond,surrey,TW10 6QX,TW10,14.905754596961867,8
775000,Flat / Apartment,990,2,putney,london,SW15 2NJ,SW15,13.560618308335483,2
4950000,House,4482,7,clapham,london,SW4 0DZ,SW4,15.414898134544874,9
1850000,House,2088,4,,london,SW11 6NT,SW11,14.430696197054507,6
649000,New development,560,1,fulham high street,london,SW6 3LF,SW6,13.383187995686226,1
499950,Flat / Apartment,386,1,islington,london,N1 0HW,N1,13.122263372403996,0
399950,Flat / Apartment,806,3,finsbury park,london,N4 2NY,N4,12.899094818276968,0
500000,Flat / Apartment,527,1,,london,N1 7EA,N1,13.122363377404328,0
1085000,House,1705,3,hackney,london,E8 1NG,E8,13.897090544956697,4
1595000,House,1679,4,fulham,london,SW6 7AS,SW6,14.282384294201082,6
850000,House,1336,3,esher,surrey,KT10 8LP,KT10,13.652991628466498,3
1500000,House,2084,5,,london,SW12 8LE,SW12,14.22097566607244,6
2800000,House,4050,6,,london,SW16 1AF,SW16,14.845129975145433,8
1799995,New development,1236,2,water lane,london,EC3R 6EA,EC3R,14.403294445084757,6
2700000,House,2685,5,stamford brook,london,W12 9TD,W12,14.808762330974558,8
1150000,House,1301,4,chiswick,london,W4 5JD,W4,13.955272500339433,4
2475000,House,2406,5,barnes,london,SW13 9DA,SW13,14.721750953984929,7
799950,House,766,2,battersea,london,SW11 5XR,SW11,13.592304504696857,2
2950000,Flat / Apartment,1181,2,belgravia,london,SW1W 9DF,SW1W,14.897315728316002,8
2500000,House,4420,6,richmond,surrey,TW10 7AP,TW10,14.73180128983843,8
950000,House,1397,3,richmond,surrey,TW10 7HY,TW10,13.764217263576723,3
595000,Flat / Apartment,683,1,,london,SW11 5PE,SW11,13.296316684527767,1
1495000,House,1892,5,,london,SW11 6SA,SW11,14.217636764806924,5
625000,Flat / Apartment,693,2,maida vale,london,W9 2LF,W9,13.345506928718539,1
935000,Flat / Apartment,829,2,little venice,london,W9 1AJ,W9,13.748301808270824,3
599995,Flat / Apartment,710,2,,london,N16 9PH,N16,13.304676600830227,1
1650000,House,2048,4,hackney,london,E8 3BJ,E8,14.316285845876763,6
525000,New development,666,1,ealing,london,W13 8LY,W13,13.17115354157376,0
800000,Flat / Apartment,992,2,,london,SW4 9DX,SW4,13.592367006650065,2
995000,House,1716,5,,london,SW17 0EP,SW17,13.81049801614073,4
1750000,House,3184,4,ashtead,surrey,KT21 1EG,KT21,14.375126345899696,6
775000,House,634,2,,london,W10 6QP,W10,13.560618308335483,2
1595000,House,2287,5,,london,SW18 2DB,SW18,14.282384294201082,6
1500000,Flat / Apartment,1438,3,juniper drive,london,SW18 1JE,SW18,14.22097566607244,6
3750000,Flat / Apartment,1550,2,belgravia,london,SW1W 9BG,SW1W,15.137266397946593,9
3250000,House,2989,4,richmond,surrey,TW10 7AH,TW10,14.994165554305921,8
895000,Flat / Apartment,1039,2,putney,london,SW18 1FU,SW18,13.704578997256993,3
799999,Flat / Apartment,1076,3,,london,SW4 7QH,SW4,13.592365756649283,2
650000,Duplex,890,2,battersea,london,SW11 1QU,SW11,13.38472764187182,1
1395000,House,1918,3,,london,SW4 0DN,SW4,14.148404973237604,5
550000,New development,547,1,salusbury road,london,NW6 6BF,NW6,13.217673557208654,0
500000,Flat / Apartment,1008,3,woodford green,essex,IG8 0GD,IG8,13.122363377404328,0
1550000,House,1378,3,de beauvoir,london,N1 4HY,N1,14.253765488895429,6
4950000,New development,3330,3,primrose hill road,london,NW3 3EA,NW3,15.414898134544874,9
2850000,Flat / Apartment,1752,2,primrose hill road,london,NW3 3EA,NW3,14.862829552244833,8
2250000,Flat / Apartment,2557,3,fulham,london,SW6 2TG,SW6,14.626440774180603,7
595000,New development,807,2,north ealing,london,W5 3HJ,W5,13.296316684527767,1
3300000,House,6309,5,esher,surrey,KT10 8QG,KT10,15.009433026436708,8
1225000,House,1758,4,,london,SW14 8NJ,SW14,14.018451401960965,5
1350000,Flat / Apartment,2264,2,canary wharf,london,E14 8BP,E14,14.115615150414612,5
545000,New development,773,2,bow,london,E3 3PJ,E3,13.208541073645382,0
1195000,House,1668,4,acton,london,W3 8AW,W3,13.993656743347747,4
822500,New development,869,2,putney,london,SW15 2BS,SW15,13.620103761621664,3
1345000,Flat / Apartment,1030,3,albert embankment,london,SE1 7XL,SE1,14.111904571018076,5
1400000,Flat / Apartment,1145,2,vauxhall,london,SW8 2BW,SW8,14.151982794585487,5
1750000,Flat / Apartment,1232,2,albert embankment,london,SE1 7TY,SE1,14.375126345899696,6
2895000,House,3660,6,kingston upon thames,surrey,KT2 7SX,KT2,14.878495668989233,8
2350000,House,1844,4,regents park,london,NW1 4JE,NW1,14.669925886120343,7
1075000,Flat / Apartment,1142,3,elm tree road,london,NW8 9JT,NW8,13.8878312195439,4
1350000,House,1637,4,,london,SW11 6JW,SW11,14.115615150414612,5
2250000,Flat / Apartment,1348,2,mayfair,london,W1K 6RG,W1K,14.626440774180603,7
699950,Flat / Apartment,787,2,highbury stadium square,london,N5 1FN,N5,13.458764182902971,2
1425000,House,1761,3,highbury,london,N5 1AU,N5,14.169682371684887,5
435000,Flat / Apartment,527,1,islington,london,N1 5ET,N1,12.983101310070822,0
2950000,House,3300,5,,london,NW2 2HJ,NW2,14.897315728316002,8
645000,New development,904,2,ealing,london,W5 3HJ,W5,13.37700559577791,1
995000,New development,1681,3,east molesey,surrey,KT8 9DX,KT8,13.81049801614073,4
5500000,House,5453,6,richmond,surrey,TW10 5BN,TW10,15.520258650202699,9
2500000,House,2413,5,,london,SW12 8QJ,SW12,14.73180128983843,8
1200000,House,1585,4,,london,SW12 9NN,SW12,13.997832114758229,4
1750000,House,1891,5,barnes,london,SW13 0PG,SW13,14.375126345899696,6
725000,Flat / Apartment,924,3,fulham,london,SW6 7EH,SW6,13.493926933836812,2
850000,House,780,2,battersea,london,SW11 5XR,SW11,13.652991628466498,3
2249000,House,2600,5,wimbledon,london,SW19 8RB,SW19,14.625996230941453,7
475000,Flat / Apartment,598,1,,london,SW18 1TQ,SW18,13.071070083016778,0
525000,New development,558,1,ryeland boulevard,london,SW18 1UF,SW18,13.17115354157376,0
370000,Flat / Apartment,400,1,south hackney,london,E9 7HW,E9,12.821258284620408,0
2500000,Flat / Apartment,2132,2,spitalfields,london,E1 6NW,E1,14.73180128983843,8
700000,Bungalow,1301,3,northwood,middlesex,HA6 1RR,HA6,13.458835614025542,2
1595000,House,2046,4,,london,SW11 6DR,SW11,14.282384294201082,6
715000,Flat / Apartment,764,2,maida vale,london,W9 2LL,W9,13.480037821676145,2
985000,Flat / Apartment,978,2,maida vale,london,W9 1NR,W9,13.800396920154226,3
4850000,Penthouse,1518,3,fitzrovia,london,W1W 7LS,W1W,15.394489262913666,9
