Price,House Type,Area in sq ft,No. of Bedrooms,Location,City/County,Postal Code,Outcode,log_price,price_band
715000,Flat / Apartment,600,2,,london,W9 1DL,W9,13.480037821676145,2
850000,Flat / Apartment,565,2,,london,SW3 5NT,SW3,13.652991628466498,3
625000,Penthouse,902,2,,london,W4 5RR,W4,13.345506928718539,1
1895000,Flat / Apartment,1079,3,marylebone,london,W1G 8AE,W1G,14.454729396498664,7
8950000,Flat / Apartment,3701,3,shad thames,london,SE1 2LY,SE1,16.007164090251038,9
4750000,House,4002,5,canonbury,london,N1 2HN,N1,15.373655176010823,9
2195000,House,2492,4,,london,SW11 6AG,SW11,14.601692604491408,7
16999999,House,11733,9,highgate,london,N6 4LR,N6,16.648723843196958,9
1150000,Flat / Apartment,1056,2,,london,W1H 7EX,W1H,13.955272500339433,4
1250000,Flat / Apartment,1332,3,hampstead,london,NW3 6PX,NW3,14.038654109278484,5
1050000,Flat / Apartment,631,2,marylebone,london,W1B 1NX,W1B,13.864300722133706,4
1650000,Flat / Apartment,1641,3,,london,W14 0RP,W14,14.316285845876763,6
1600000,House,1962,4,,london,SW12 0HR,SW12,14.28551418721001,6
5000000,House,5156,6,stanmore,middlesex,HA7 3JF,HA7,15.424948470398375,9
899950,House,1743,3,esher,surrey,KT10 9RL,KT10,13.710094485207625,3
2650000,House,4141,5,esher,surrey,KT10 9LZ,KT10,14.790070197962406,8
850000,Flat / Apartment,1100,2,pimlico,london,SW1V 2BH,SW1V,13.652991628466498,3
1350000,House,1867,4,wandsworth,london,SW18 2RL,SW18,14.115615150414612,5
1825000,House,2140,4,wandsworth,london,SW18 1AB,SW18,14.417090544998729,6
2350000,House,3801,7,wandsworth,london,SW18 2RS,SW18,14.669925886120343,7
800000,Penthouse,1039,3,peloton avenue,london,E20 1GY,E20,13.592367006650065,2
1100000,Flat / Apartment,1152,3,elm tree road,london,NW8 9JT,NW8,13.9108207377686,4
799950,House,1160,3,putney,london,SW18 1AX,SW18,13.592304504696857,2
500000,House,792,2,northwood,middlesex,HA6 1DU,HA6,13.122363377404328,0
575000,Flat / Apartment,625,2,,london,SW11 1DB,SW11,13.262125319779487,1
1375000,New development,1712,4,,london,SW11 1RD,SW11,14.133964289082808,5
1675000,House,1845,5,islington,london,N1 3HX,N1,14.331323723241304,6
700000,Flat / Apartment,964,2,eaton rise,london,W5 2EX,W5,13.458835614025542,2
1400000,House,2151,5,ealing,london,W5 4JB,W5,14.151982794585487,5
3295000,Flat / Apartment,1846,3,,london,SW5 0JE,SW5,15.007916725918745,8
489000,Flat / Apartment,660,2,rotherhithe street,london,SE16 5UA,SE16,13.10011776845701,0
1395000,Penthouse,831,2,hollywood road,london,SW10 9HR,SW10,14.148404973237604,5
1200000,Flat / Apartment,834,1,,london,SW5 0QH,SW5,13.997832114758229,4
695000,Flat / Apartment,784,2,chiswick,london,W4 1TE,W4,13.45166712454693,2
500000,Flat / Apartment,822,2,western gateway,london,E16 1BL,E16,13.122363377404328,0
950000,Flat / Apartment,880,2,battersea,london,SW11 3GN,SW11,13.764217263576723,3
1525000,Flat / Apartment,1215,2,thirleby road,london,SW1P 1HN,SW1P,14.237504968023648,6
649950,Flat / Apartment,510,1,park road,london,NW1 4SN,NW1,13.384650715836164,1
3495000,Penthouse,1409,3,knightsbridge,london,SW7 1PL,SW7,15.066843933650048,8
850000,Flat / Apartment,1010,2,,london,SW11 6PY,SW11,13.652991628466498,3
4250000,Flat / Apartment,2750,4,little venice,london,W9 1EL,W9,15.2624295409006,9
2125000,House,3763,5,esher,surrey,KT10 9HD,KT10,14.569282360340654,7
775000,Flat / Apartment,624,2,,london,SW5 0PT,SW5,13.560618308335483,2
450000,Flat / Apartment,386,1,clerkenwell,london,EC1R 4TW,EC1R,13.017002861746503,0
650000,Flat / Apartment,458,2,pimlico,london,SW1V 4DJ,SW1V,13.38472764187182,1
3850000,New development,1776,3,fulham road,london,SW3 6RS,SW3,15.163583706263967,9
5500000,Flat / Apartment,2651,4,knightsbridge,london,SW1X 7PE,SW1X,15.520258650202699,9
1300000,Flat / Apartment,832,2,chelsea manor gardens,london,SW3 5PN,SW3,14.077874822431765,5
900000,House,1253,3,,london,W5 1JX,W5,13.710150042306449,3
1500000,Flat / Apartment,1107,3,,london,W11 1HR,W11,14.22097566607244,6
1075000,Duplex,1295,3,,london,SW11 5RY,SW11,13.8878312195439,4
1150000,Flat / Apartment,928,2,little venice,london,W9 1EL,W9,13.955272500339433,4
2950000,House,3953,4,barnes,london,SW13 9PD,SW13,14.897315728316002,8
2795000,House,2768,4,battersea,london,SW11 4XW,SW11,14.843342664571336,8
1150000,Flat / Apartment,1100,3,richmond way,london,W14 0EB,W14,13.955272500339433,4
1200000,House,1813,4,thames ditton,surrey,KT7 0HY,KT7,13.997832114758229,4
2850000,House,1543,3,,london,W2 2NX,W2,14.862829552244833,8
1900000,House,2090,4,ravenscourt park,london,W6 0SN,W6,14.457364444136669,7
550000,Flat / Apartment,517,1,hammersmith,london,W6 0RR,W6,13.217673557208654,0
1550000,House,1777,4,wandsworth,london,SW17 7DH,SW17,14.253765488895429,6
2195000,House,3467,5,teddington,middlesex,TW11 0DR,TW11,14.601692604491408,7
1000000,Flat / Apartment,902,1,shoreditch,london,N1 6ND,N1,13.815510557964274,4
2500000,New development,3682,5,blackheath,london,SE3 7RH,SE3,14.73180128983843,8
895000,House,1305,3,,london,SW19 1JR,SW19,13.704578997256993,3
650000,Flat / Apartment,797,2,east hill,london,SW18 2QZ,SW18,13.38472764187182,1
4150000,Flat / Apartment,1504,2,,london,SW1X 0JW,SW1X,15.238618892206881,9
1950000,Flat / Apartment,1883,3,hampstead,london,NW3 6DN,NW3,14.48333993053993,7
1195000,House,2389,4,esher,surrey,KT10 0TT,KT10,13.993656743347747,4
2750000,Flat / Apartment,1821,4,old brompton road,london,SW5 0ED,SW5,14.827111469642754,8
550000,Flat / Apartment,529,2,,london,W12 8JF,W12,13.217673557208654,0
1500000,House,1860,4,,london,W12 7BG,W12,14.22097566607244,6
1950000,House,2090,4,,london,SW11 4PT,SW11,14.48333993053993,7
2150000,Flat / Apartment,1830,4,,london,W2 4JH,W2,14.580978400103845,7
2800000,House,2682,5,fulham,london,SW6 3BB,SW6,14.845129975145433,8
750000,Flat / Apartment,816,2,,london,SW12 8UH,SW12,13.527828485512494,2
7000000,House,6388,8,east sheen,london,SW14 7AN,SW14,15.761420707019587,9
395000,Flat / Apartment,553,1,greenwich,london,SE10 0NN,SE10,12.886641043883259,0
685000,Flat / Apartment,661,2,maida vale,london,W9 1NH,W9,13.437174117244362,2
795000,Flat / Apartment,986,2,ravenscourt gardens,london,W6 0TU,W6,13.58609739363647,2
699950,House,1029,3,,london,NW10 7HG,NW10,13.458764182902971,2
600000,Flat / Apartment,570,2,lanark road,london,W9 1DB,W9,13.304684934198283,1
625000,Flat / Apartment,616,2,,london,W9 3HR,W9,13.345506928718539,1
775000,Flat / Apartment,832,3,knighten street,london,E1W 1PW,E1W,13.560618308335483,2
1175000,Flat / Apartment,880,2,wood crescent,london,W12 7GN,W12,13.976778705560397,4
1200000,House,1449,4,,london,SW11 2QD,SW11,13.997832114758229,4
3000000,Flat / Apartment,1901,4,primrose hill,london,NW1 7TX,NW1,14.914122846632385,8
1895000,House,1772,4,richmond,surrey,TW10 6TH,TW10,14.454729396498664,7
975000,Flat / Apartment,787,2,maida vale,london,W9 2NS,W9,13.790192749979985,3
2650000,Penthouse,2402,5,highgate,london,N6 5AD,N6,14.790070197962406,8
575000,Flat / Apartment,793,3,barnes,london,SW13 9DH,SW13,13.262125319779487,1
3750000,Flat / Apartment,1657,3,,london,W2 4TJ,W2,15.137266397946593,9
730000,Flat / Apartment,893,2,,london,SW12 8AZ,SW12,13.500799813124575,2
1095000,House,1268,3,,london,SW4 0QH,SW4,13.906264921232738,4
4400000,House,2087,4,belgravia,london,SW1W 9PE,SW1W,15.29711509888849,9
1850000,House,1625,4,,london,N1 4HR,N1,14.430696197054507,6
1100000,Flat / Apartment,908,2,hampstead,london,NW3 2BD,NW3,13.9108207377686,4
430000,Flat / Apartment,826,2,esher,surrey,KT10 0LR,KT10,12.971540487669746,0
1495000,Flat / Apartment,971,2,the little boltons,london,SW5 0DL,SW5,14.217636764806924,5
375000,Flat / Apartment,504,1,,london,SW16 2AE,SW16,12.834681304952548,0
425000,Flat / Apartment,473,1,,london,SW17 0GU,SW17,12.959844447906553,0
675000,Flat / Apartment,767,2,,london,SW12 8BY,SW12,13.422467969854667,1
3250000,House,3203,5,barnes,london,SW13 9ED,SW13,14.994165554305921,8
599950,Flat / Apartment,680,2,edgeley road,london,SW4 6HA,SW4,13.304601597392535,1
1795000,House,2336,5,,london,SW4 9HQ,SW4,14.400515579904516,6
1495000,House,2322,4,brentford,middlesex,TW8 8BJ,TW8,14.217636764806924,5
1000000,Flat / Apartment,1380,2,,london,W5 2DW,W5,13.815510557964274,4
940000,Flat / Apartment,1155,2,putney,london,SW15 6QQ,SW15,13.753635154246187,3
399950,Flat / Apartment,305,1,wimbledon,london,SW19 4QF,SW19,12.899094818276968,0
365000,Flat / Apartment,415,1,fairfield road,london,E3 2UJ,E3,12.80765263256463,0
750000,Flat / Apartment,892,2,maida vale,london,W9 1RW,W9,13.527828485512494,2
1850000,House,2247,5,wandsworth,london,SW18 2EE,SW18,14.430696197054507,6
1825000,House,3918,6,romford,,RM4 1LT,RM4,14.417090544998729,6
1000000,Flat / Apartment,892,2,primrose hill,london,NW3 3QP,NW3,13.815510557964274,4
1275000,Flat / Apartment,675,2,,london,SW7 1PD,SW7,14.058456736574664,5
2250000,Flat / Apartment,1945,3,battesea,london,SW18 1AY,SW18,14.626440774180603,7
775000,House,1285,3,loughton,essex,IG10 2QP,IG10,13.560618308335483,2
3750000,House,4847,6,camden,london,NW1 1NJ,NW1,15.137266397946593,9
750000,Flat / Apartment,880,2,lower holloway,london,N7 8PG,N7,13.527828485512494,2
500000,Flat / Apartment,680,2,battersea,london,SW18 1GJ,SW18,13.122363377404328,0
1600000,Flat / Apartment,1282,2,chelsea harbour,london,SW10 0UU,SW10,14.28551418721001,6
700000,Flat / Apartment,836,2,clerkenwell,london,EC1V 3PA,EC1V,13.458835614025542,2
780000,Flat / Apartment,767,2,maida vale,london,W9 2EQ,W9,13.567049198665774,2
2750000,House,1782,4,belgravia,london,SW1W 8JE,SW1W,14.827111469642754,8
660000,Flat / Apartment,603,1,,london,W8 6JE,W8,13.399995114002609,1
1195000,House,1602,5,,london,SW17 7PT,SW17,13.993656743347747,4
1699000,House,1993,5,fulham,london,SW6 6NX,SW6,14.34555040065407,6
800000,Flat / Apartment,937,2,queens park,london,NW6 5FT,NW6,13.592367006650065,2
1250000,House,1450,3,,london,SW12 8BG,SW12,14.038654109278484,5
800000,Flat / Apartment,945,3,st johns wood,london,NW8 7NT,NW8,13.592367006650065,2
2250000,House,2351,5,,london,SW11 6JE,SW11,14.626440774180603,7
1250000,Flat / Apartment,1203,2,canary wharf,london,E14 9RG,E14,14.038654109278484,5
1875000,House,3478,7,,london,SW16 1QW,SW16,14.444119217386648,7
1250000,House,2804,5,hanwell,london,W7 3QS,W7,14.038654109278484,5
2750000,House,2605,6,fulham,london,SW6 3TR,SW6,14.827111469642754,8
550000,Flat / Apartment,896,2,,london,SW18 3BD,SW18,13.217673557208654,0
745000,Flat / Apartment,703,2,fitzrovia,london,W1W 6RR,W1W,13.521139497361697,2
525000,Flat / Apartment,654,2,putney,london,SW15 2UG,SW15,13.17115354157376,0
1150000,Flat / Apartment,882,2,city road,london,EC1V 1AE,EC1V,13.955272500339433,4
2500000,House,2861,5,,london,W12 7JY,W12,14.73180128983843,8
799999,House,2156,4,waltham abbey,essex,EN9 3QR,EN9,13.592365756649283,2
1050000,New development,612,1,primrose hill,london,NW3 3DS,NW3,13.864300722133706,4
2900000,Penthouse,1455,2,marylebone,london,W1U 6BN,W1U,14.880221294956703,8
11950000,House,7226,5,marylebone,london,W1G 6LU,W1G,16.296241836341792,9
3750000,House,5554,6,esher,surrey,KT10 9NT,KT10,15.137266397946593,9
850000,Flat / Apartment,1344,2,esher,surrey,KT10 9BW,KT10,13.652991628466498,3
1975000,House,2910,7,,london,SW17 8QY,SW17,14.496078956317358,7
2800000,House,2959,5,chiswick,london,W4 1EW,W4,14.845129975145433,8
1400000,Flat / Apartment,732,2,south kensington,london,SW7 3BD,SW7,14.151982794585487,5
725000,Flat / Apartment,1242,2,barnes,london,SW13 0PZ,SW13,13.493926933836812,2
2000000,Flat / Apartment,1335,2,,london,WC1E 6HU,WC1E,14.508657738524219,7
850000,Flat / Apartment,838,2,prince of wales drive,london,SW11 4HA,SW11,13.652991628466498,3
255000,Flat / Apartment,440,1,de beauvoir,london,N1 4EP,N1,12.449018824140563,0
795000,Flat / Apartment,919,2,,london,SW12 9NZ,SW12,13.58609739363647,2
1500000,New development,843,1,soho,london,W1F 8AZ,W1F,14.22097566607244,6
5950000,Penthouse,1993,3,de vere gardens,london,W8 5AE,W8,15.598901777521812,9
3250000,House,1813,3,,london,W2 5BX,W2,14.994165554305921,8
550000,Flat / Apartment,893,2,crowder street,london,E1 0EZ,E1,13.217673557208654,0
500000,Flat / Apartment,418,1,kentish town,london,NW5 2JY,NW5,13.122363377404328,0
2950000,House,3601,6,wimbledon,london,SW20 0HJ,SW20,14.897315728316002,8
1135000,House,1675,4,wandsworth,london,SW18 3BG,SW18,13.94214320889764,4
775000,House,1469,4,northwood,middlesex,HA6 1QH,HA6,13.560618308335483,2
1799500,House,2761,6,holloway,london,N7 9RG,N7,14.403019406501222,6
650000,Flat / Apartment,1018,2,hackney,london,E8 1LX,E8,13.38472764187182,1
2350000,House,2835,4,hampstead garden suburb,london,NW11 7LD,NW11,14.669925886120343,7
795000,Flat / Apartment,666,2,,london,SW5 9DG,SW5,13.58609739363647,2
1900000,Flat / Apartment,1963,4,limehouse,london,E14 8DH,E14,14.457364444136669,7
1950000,House,1907,5,barnes,london,SW13 0PG,SW13,14.48333993053993,7
950000,Flat / Apartment,1580,3,northwood,middlesex,HA6 2FS,HA6,13.764217263576723,3
1850000,Flat / Apartment,1332,2,,london,W8 5LY,W8,14.430696197054507,6
4950000,New development,2011,2,duchess of bedfords walk,london,W8 7QQ,W8,15.414898134544874,9
2685000,House,3873,6,hampton,middlesex,TW12 2EG,TW12,14.803191285925102,8
3995000,House,3480,3,hampstead,london,NW3 5BX,NW3,15.200554137182513,9
6975000,Flat / Apartment,2583,3,st johns wood,london,NW8 7ED,NW8,15.757842885671703,9
2250000,House,1269,2,marylebone,london,W1G 6BT,W1G,14.626440774180603,7
2595000,House,3100,5,barnes,london,SW13 0BX,SW13,14.769097074582126,8
650000,Flat / Apartment,767,2,islington,london,N1 2HJ,N1,13.38472764187182,1
685000,Flat / Apartment,783,3,barnes,london,SW13 0HA,SW13,13.437174117244362,2
19450000,Flat / Apartment,4699,5,,london,SW1X 0AD,SW1X,16.783357628028728,9
1650000,House,2809,4,kingston upon thames,surrey,KT2 7RF,KT2,14.316285845876763,6
600000,Flat / Apartment,1026,3,bethnal green,london,E2 6FX,E2,13.304684934198283,1
515000,Flat / Apartment,518,1,hackney,london,E8 1JH,E8,13.151922179645874,0
699950,Flat / Apartment,743,2,varden street,london,E1 2AR,E1,13.458764182902971,2
750000,Flat / Apartment,1072,4,queen caroline street,london,W6 9DY,W6,13.527828485512494,2
599950,Flat / Apartment,657,2,battersea,london,SW11 4ND,SW11,13.304601597392535,1
2695000,House,2567,5,,london,SW4 9SD,SW4,14.806908762325234,8
3600000,New development,2000,3,,london,SW10 9DZ,SW10,15.096444403426338,9
1050000,New development,1075,3,canary wharf,london,E14 9DQ,E14,13.864300722133706,4
525000,Bungalow,583,2,richmond,surrey,TW10 6AU,TW10,13.17115354157376,0
575000,Flat / Apartment,810,2,newham,london,E16 2TF,E16,13.262125319779487,1
500000,Flat / Apartment,536,1,alexandra avenue,london,SW11 4GA,SW11,13.122363377404328,0
795000,Flat / Apartment,753,2,duke of wellington avenue,london,SE18 6EY,SE18,13.58609739363647,2
550000,Flat / Apartment,574,2,coborn street,london,E3 2AB,E3,13.217673557208654,0
1235000,Flat / Apartment,960,2,wood crescent,london,W12 7GP,W12,14.026581528044215,5
2595000,Flat / Apartment,1452,3,marylebone,london,W1H 2LW,W1H,14.769097074582126,8
2350000,House,5303,5,tadworth,surrey,KT20 6PP,KT20,14.669925886120343,7
900000,House,1467,3,bollo bridge road,london,W3 8AY,W3,13.710150042306449,3
1275000,House,1730,3,,london,E5 0NH,E5,14.058456736574664,5
2700000,Flat / Apartment,1665,3,prince albert road,london,NW8 7LU,NW8,14.808762330974558,8
650000,Flat / Apartment,798,3,brick lane,london,E1 6LF,E1,13.38472764187182,1
475000,Flat / Apartment,425,1,,london,SW11 5NR,SW11,13.071070083016778,0
450000,Flat / Apartment,647,1,,london,SW9 9PH,SW9,13.017002861746503,0
550000,New development,728,2,highbury,london,N7 7EZ,N7,13.217673557208654,0
1150000,House,1398,3,hackney,london,E8 1AP,E8,13.955272500339433,4
595000,Flat / Apartment,702,2,chiswick,london,W4 5NH,W4,13.296316684527767,1
7500000,Flat / Apartment,2290,3,,london,SW7 1QJ,SW7,15.830413578506539,9
4850000,House,5613,5,hampstead,london,NW3 7UH,NW3,15.394489262913666,9
3195000,House,4923,6,putney,london,SW15 3JX,SW15,14.977097645793773,8
795000,New development,925,2,fortune green,london,NW2 2BX,NW2,13.58609739363647,2
3100000,House,3080,5,richmond,surrey,TW10 7AY,TW10,14.946912669455374,8
2295000,House,2454,4,,london,SW4 0QD,SW4,14.646243401476783,7
2800000,House,2872,5,,london,SW12 8JL,SW12,14.845129975145433,8
1450000,House,2147,3,,london,SW19 3ND,SW19,14.187074114396758,5
2950000,New development,3336,6,,london,SW17 7ED,SW17,14.897315728316002,8
625000,Flat / Apartment,537,2,fulham,london,SW6 7DB,SW6,13.345506928718539,1
1000000,House,1502,3,,london,W3 6DP,W3,13.815510557964274,4
575000,New development,800,2,west ealing,london,W13 8RA,W13,13.262125319779487,1
1095000,House,1885,4,esher,surrey,KT10 9QA,KT10,13.906264921232738,4
425000,Flat / Apartment,590,2,balham high road,london,SW17 7AQ,SW17,12.959844447906553,0
349995,Flat / Apartment,486,1,,london,E3 3TF,E3,12.76567414764927,0
1100000,Flat / Apartment,1335,3,fulham,london,W14 9TP,W14,13.9108207377686,4
1800000,House,2366,4,,london,W12 8JN,W12,14.403297222866392,6
1050000,Flat / Apartment,958,2,,london,W6 7RF,W6,13.864300722133706,4
1600000,Flat / Apartment,1763,4,fulham,london,SW6 4JZ,SW6,14.28551418721001,6
4500000,House,3908,6,barnes,london,SW13 9JS,SW13,15.319587954740548,9
1095000,House,1838,4,woodford green,essex,IG8 0AR,IG8,13.906264921232738,4
1200000,Flat / Apartment,1083,2,montaigne close,london,SW1P 4BB,SW1P,13.997832114758229,4
2495000,Flat / Apartment,1753,3,ennismore gardens,london,SW7 1NF,SW7,14.729799287167756,8
1275000,House,1750,4,battersea,london,SW11 2PN,SW11,14.058456736574664,5
1500000,Flat / Apartment,798,2,st jamess,london,SW1Y 6BL,SW1Y,14.22097566607244,6
600000,Flat / Apartment,630,2,maida vale,london,W9 2EL,W9,13.304684934198283,1
1100000,Flat / Apartment,908,2,,london,W9 1PF,W9,13.9108207377686,4
575000,House,971,3,raynes park,london,SW20 9DG,SW20,13.262125319779487,1
925000,Flat / Apartment,893,2,clapham,london,SW4 9EE,SW4,13.737549016494562,3
1495000,House,2433,4,loughton,essex,IG10 4AD,IG10,14.217636764806924,5
4750000,Flat / Apartment,2500,3,,london,SW7 4SB,SW7,15.373655176010823,9
2000000,House,2189,3,,london,W14 8LQ,W14,14.508657738524219,7
799950,Flat / Apartment,1040,2,battersea,london,SW11 3AS,SW11,13.592304504696857,2
1300000,House,1347,3,chiswick,london,W4 1DB,W4,14.077874822431765,5
1100000,Flat / Apartment,2043,4,putney,london,SW15 2QS,SW15,13.9108207377686,4
1200000,Flat / Apartment,890,1,,london,EC2A 3EP,EC2A,13.997832114758229,4
9250000,House,5139,4,,london,W1U 5LU,W1U,16.04013410948861,9
1499000,House,3238,5,east molesey,surrey,KT8 9AZ,KT8,14.220308777084735,6
475000,Flat / Apartment,977,3,watford,hertfordshire,WD19 4PU,WD19,13.071070083016778,0
925000,Flat / Apartment,944,2,,london,SW11 1BP,SW11,13.737549016494562,3
1450000,Flat / Apartment,961,2,holland villas road,london,W14 8DA,W14,14.187074114396758,5
1995000,House,3443,5,thames ditton,surrey,KT7 0TU,KT7,14.506154608306101,7
2195000,Flat / Apartment,1623,3,,london,SW7 4DG,SW7,14.601692604491408,7
550000,Flat / Apartment,797,2,great west road,london,W6 9AG,W6,13.217673557208654,0
1950000,House,2054,5,fulham,london,SW6 5LU,SW6,14.48333993053993,7
1375000,House,1360,3,putney,london,SW15 2NJ,SW15,14.133964289082808,5
799999,Flat / Apartment,1090,2,,london,SW11 5SU,SW11,13.592365756649283,2
440000,Flat / Apartment,847,2,frobisher yard,london,E16 2GY,E16,12.994530005894443,0
3500000,Flat / Apartment,1956,3,marylebone,london,W1U 5NH,W1U,15.068273526459642,8
475000,Flat / Apartment,895,2,bow,london,E3 4EF,E3,13.071070083016778,0
825000,Flat / Apartment,1312,3,brondesbury,london,NW6 7XP,NW6,13.623138665316818,3
3500000,House,2956,5,primrose hill,london,NW3 3AY,NW3,15.068273526459642,8
950000,Flat / Apartment,1239,3,richmond hill,middlesex,TW10 6BH,TW10,13.764217263576723,3
2750000,Flat / Apartment,1474,3,,london,SW3 2SB,SW3,14.827111469642754,8
625000,Flat / Apartment,928,2,stratford,london,E15 1FY,E15,13.345506928718539,1
1295000,New development,1487,2,mortlake high street,london,SW14 8HL,SW14,14.074021253115776,5
2950000,House,2995,5,putney,london,SW18 1LE,SW18,14.897315728316002,8
899995,Flat / Apartment,834,2,notting hill,london,W2 5DP,W2,13.71014448673546,3
1300000,House,1907,4,hackney,london,E8 2NW,E8,14.077874822431765,5
1495000,House,1020,2,belsize park,london,NW3 4UH,NW3,14.217636764806924,5
795000,Flat / Apartment,922,2,barnes,london,SW13 8HL,SW13,13.58609739363647,2
1450000,House,2106,4,chiswick,london,W4 3UR,W4,14.187074114396758,5
795000,Flat / Apartment,860,2,,london,SW11 5ED,SW11,13.58609739363647,2
765000,Flat / Apartment,993,2,wandsworth,london,SW18 2DT,SW18,13.547631112808673,2
2150000,House,2309,5,,london,SW14 8RX,SW14,14.580978400103845,7
825000,Flat / Apartment,616,1,east smithfield,london,E1W 1AT,E1W,13.623138665316818,3
9500000,House,4277,4,,london,SW3 6QJ,SW3,16.06680235657077,9
1575000,House,1703,4,fulham,london,SW6 1JJ,SW6,14.269765830241871,6
1575000,House,2514,4,kingston upon thames,surrey,KT2 7HZ,KT2,14.269765830241871,6
1350000,House,1900,4,,london,SW8 3JF,SW8,14.115615150414612,5
2050000,Flat / Apartment,1003,2,,london,SW1X 0LJ,SW1X,14.53335035111459,7
1999950,Flat / Apartment,802,2,,london,SW3 1PS,SW3,14.508632738211714,7
875000,Flat / Apartment,943,2,hampstead,london,NW3 2PS,NW3,13.681979165339751,3
1275000,House,1445,3,,london,SW17 7NE,SW17,14.058456736574664,5
2850000,House,2833,5,chiswick,london,W4 4QU,W4,14.862829552244833,8
3500000,House,3775,7,bedford park,london,W4 1LJ,W4,15.068273526459642,8
1875000,House,2618,5,,london,W12 7HG,W12,14.444119217386648,7
2100000,House,2139,5,chiswick,london,W4 5UF,W4,14.557447902693651,7
3750000,Flat / Apartment,2315,4,st johns wood,london,NW8 7RJ,NW8,15.137266397946593,9
2450000,Flat / Apartment,1289,2,little venice,london,W9 2PD,W9,14.71159858252091,7
498000,Flat / Apartment,554,1,canary wharf,london,E14 9TA,E14,13.11835535600679,0
590000,Flat / Apartment,795,2,eltringham street,london,SW18 1GS,SW18,13.287877815881902,1
900000,Flat / Apartment,756,2,,london,EC1M 5PY,EC1M,13.710150042306449,3
1195000,Flat / Apartment,850,1,,london,SW7 3DD,SW7,13.993656743347747,4
2195000,Flat / Apartment,1268,2,,london,SW5 0PD,SW5,14.601692604491408,7
2400000,House,3029,6,,london,W12 9RZ,W12,14.690979295318174,7
850000,Flat / Apartment,975,3,battersea,london,SW11 4HQ,SW11,13.652991628466498,3
4250000,House,6632,7,east molesey,surrey,KT8 9DN,KT8,15.2624295409006,9
1025000,Flat / Apartment,1070,3,marylebone,london,NW1 5NP,NW1,13.840203170554645,4
520000,Flat / Apartment,411,1,marylebone,london,NW1 6HD,NW1,13.16158409055761,0
1950000,House,2158,3,putney,london,SW15 1PW,SW15,14.48333993053993,7
8950000,New development,2956,3,whitehall place,london,SW1A 2BD,SW1A,16.007164090251038,9
799950,House,686,2,,london,N7 8LE,N7,13.592304504696857,2
1295000,House,1364,3,hackney,london,E8 3ER,E8,14.074021253115776,5
775000,House,1149,2,esher,surrey,KT10 8LJ,KT10,13.560618308335483,2
410000,Flat / Apartment,547,1,blackheath,london,SE10 8AX,SE10,12.92391243868049,0
625000,Flat / Apartment,541,1,lawn lane,london,SW8 1UD,SW8,13.345506928718539,1
650000,Flat / Apartment,571,1,,london,EC1V 3AN,EC1V,13.38472764187182,1
595000,Flat / Apartment,735,2,spectrum way,london,SW18 4GL,SW18,13.296316684527767,1
2650000,New development,1191,2,stone hall gardens,london,W8 5UP,W8,14.790070197962406,8
2500000,House,2882,6,wandsworth,london,SW18 2ED,SW18,14.73180128983843,8
950000,House,1661,4,battersea,london,SW8 3QD,SW8,13.764217263576723,3
820000,New development,797,1,circus road west,london,SW11 8EU,SW11,13.617059619240436,3
1225000,Flat / Apartment,2056,3,putney,london,SW15 3HF,SW15,14.018451401960965,5
1795000,Flat / Apartment,1118,2,notting hill,london,W11 3EL,W11,14.400515579904516,6
1000000,House,1666,3,esher,surrey,KT10 8DD,KT10,13.815510557964274,4
2295000,House,2899,4,putney,london,SW15 6LN,SW15,14.646243401476783,7
5000000,Flat / Apartment,2248,4,campden hill road,london,W8 7HX,W8,15.424948470398375,9
2895000,House,3414,6,putney,london,SW15 6NN,SW15,14.878495668989233,8
1000000,Flat / Apartment,728,2,,london,SW7 1BH,SW7,13.815510557964274,4
625000,Flat / Apartment,825,2,,london,N5 2DJ,N5,13.345506928718539,1
3000000,House,4088,6,ealing,london,W5 3HR,W5,14.914122846632385,8
3950000,New development,4438,5,wimbledon,london,SW19 4NP,SW19,15.189226136877304,9
2999000,House,3295,6,,london,SW11 6JE,SW11,14.913789457731147,8
965000,Flat / Apartment,925,2,pimlico,london,SW1V 2DB,SW1V,13.779883380321124,3
2000000,House,2127,4,barnes,london,SW13 9HP,SW13,14.508657738524219,7
5000000,House,2332,4,marylebone,london,W1H 2EE,W1H,15.424948470398375,9
3450000,New development,3802,5,wimbledon,london,SW19 5BL,SW19,15.053884789007542,8
895000,Flat / Apartment,555,1,,london,SW3 6BJ,SW3,13.704578997256993,3
5000000,House,7879,6,,surrey,KT22 0QB,KT22,15.424948470398375,9
1095000,House,1256,4,,london,SW8 3PB,SW8,13.906264921232738,4
5650000,House,2753,4,belgravia,london,SW1X 8LY,SW1X,15.547166103122624,9
2820000,New development,3900,5,blackheath,london,SE3 7RH,SE3,14.852247442914296,8
2250000,House,2835,5,wimbledon,london,SW19 4JQ,SW19,14.626440774180603,7
1450000,House,1667,4,south hackney,london,E9 7EH,E9,14.187074114396758,5
700000,Flat / Apartment,997,2,,london,EC1V 2NR,EC1V,13.458835614025542,2
1850000,Penthouse,1836,2,spitalfields,london,E1 6NQ,E1,14.430696197054507,6
3000000,House,3325,7,bloomsbury,london,WC1N 2AA,WC1N,14.914122846632385,8
1525000,House,2232,5,,london,SW12 8HG,SW12,14.237504968023648,6
